Nov 07,7:15 PM,Earnscliffe (2),Brampton 45s,Guelph Gryphons,2,6
Nov 10,7:15 PM,Earnscliffe (2),Brampton 45s,Southern Tier Admirals,2,5
Nov 12,5:15 PM,Mainway (A),Burlington Eagles,Grey-Bruce Highlanders,2,4
Nov 13,12:30 PM,Vale (1),Southern Tier Admirals,Grey-Bruce Highlanders,1,5
Nov 13,4:00 PM,Vale (1),Southern Tier Admirals,Grey-Bruce Highlanders,4,1
Nov 14,7:15 PM,Earnscliffe (2),Brampton 45s,Halton Hurricanes,2,2
Nov 14,8:20 PM,Appleby (1),Burlington Eagles,Hamilton Jr Bulldogs,6,3
Nov 17,8:15 PM,Appleby (1),Burlington Eagles,Niagara North Stars,1,5
Nov 18,9:00 PM,Joshua Creek (Red),Oakville Rangers,Buffalo Regals,7,2
Nov 20,11:30 AM,Holiday (2),Buffalo Regals,Grey-Bruce Highlanders,1,2
Nov 20,12:00 PM,Gateway (1),Hamilton Jr Bulldogs,Southern Tier Admirals,0,4
Nov 20,4:15 PM,Holiday (2),Buffalo Regals,Grey-Bruce Highlanders,2,6
Nov 21,8:20 PM,Appleby (1),Burlington Eagles,Southern Tier Admirals,0,1
Nov 21,8:45 PM,WERC (1),Guelph Gryphons,Halton Hurricanes,1,0
Nov 22,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Hamilton Jr Bulldogs,0,1
Nov 25,9:00 PM,Joshua Creek (Red),Oakville Rangers,Guelph Gryphons,10,1
Nov 26,1:45 PM,Chesley,Grey-Bruce Highlanders,Burlington Eagles,2,6
Nov 26,4:30 PM,Welland (Main),Southern Tier Admirals,Buffalo Regals,5,2
Nov 27,12:10 PM,Powerade (RBC),Halton Hurricanes,Niagara North Stars,1,4
Nov 27,1:30 PM,Gateway (1),Hamilton Jr Bulldogs,Oakville Rangers,3,4
Nov 27,5:00 PM,U of G (Gold),Guelph Gryphons,Grey-Bruce Highlanders,1,1
Nov 27,5:30 PM,Holiday (1),Buffalo Regals,Brampton 45s,4,3
Nov 28,7:15 PM,Earnscliffe (2),Brampton 45s,Niagara North Stars,1,1
Nov 28,8:20 PM,Appleby (1),Burlington Eagles,Oakville Rangers,0,4
Nov 29,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Southern Tier Admirals,4,1
Dec 02,9:00 PM,Joshua Creek (Red),Oakville Rangers,Brampton 45s,8,0
Dec 03,1:45 PM,Chesley,Grey-Bruce Highlanders,Halton Hurricanes,5,2
Dec 03,7:00 PM,Central,Burlington Eagles,Buffalo Regals,6,2
Dec 04,6:00 PM,Holiday (1),Buffalo Regals,Halton Hurricanes,5,3
Dec 05,7:15 PM,Earnscliffe (2),Brampton 45s,Burlington Eagles,2,3
Dec 05,8:45 PM,WERC (1),Guelph Gryphons,Niagara North Stars,1,1
Dec 06,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Oakville Rangers,3,2
Dec 07,7:30 PM,Vale (2),Southern Tier Admirals,Brampton 45s,3,2
Dec 08,8:45 PM,Mainway (B),Burlington Eagles,Guelph Gryphons,2,2
Dec 09,9:00 PM,Joshua Creek (Red),Oakville Rangers,Halton Hurricanes,6,1
Dec 10,1:45 PM,Holiday (1),Buffalo Regals,Guelph Gryphons,3,2
Dec 10,6:30 PM,Holiday (1),Buffalo Regals,Guelph Gryphons,0,3
Dec 11,12:00 PM,Powerade (RBC),Halton Hurricanes,Hamilton Jr Bulldogs,3,2
Dec 11,3:10 PM,Vale (1),Southern Tier Admirals,Oakville Rangers,1,4
Dec 12,7:00 PM,WERC (1),Guelph Gryphons,Burlington Eagles,3,1
Dec 12,7:15 PM,Earnscliffe (2),Brampton 45s,Hamilton Jr Bulldogs,2,2
Dec 13,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Oakville Rangers,3,3
Dec 17,4:30 PM,Welland (Main),Southern Tier Admirals,Halton Hurricanes,3,0
Dec 17,5:30 PM,Chesley,Grey-Bruce Highlanders,Oakville Rangers,2,8
Dec 17,5:30 PM,Holiday (1),Buffalo Regals,Burlington Eagles,3,3
Dec 18,12:10 PM,Powerade (RBC),Halton Hurricanes,Southern Tier Admirals,4,4
Dec 18,1:30 PM,Gateway (1),Hamilton Jr Bulldogs,Brampton 45s,1,3
Dec 18,5:00 PM,Holiday (1),Buffalo Regals,Niagara North Stars,0,5
Dec 19,8:20 PM,Appleby (1),Burlington Eagles,Brampton 45s,4,1
Dec 19,8:45 PM,WERC (1),Guelph Gryphons,Hamilton Jr Bulldogs,1,3
Dec 20,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Guelph Gryphons,3,3
Dec 22,8:00 PM,Leisureplex (Kinsmen),Buffalo Regals,Southern Tier Admirals,1,3
Dec 23,9:00 PM,Joshua Creek (Red),Oakville Rangers,Niagara North Stars,4,3
Jan 02,7:15 PM,Earnscliffe (2),Brampton 45s,Oakville Rangers,1,3
Jan 02,8:20 PM,Appleby (1),Burlington Eagles,Halton Hurricanes,2,1
Jan 02,8:30 PM,WERC (1),Guelph Gryphons,Southern Tier Admirals,4,0
Jan 03,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Brampton 45s,5,2
Jan 06,9:00 PM,Joshua Creek (Red),Oakville Rangers,Burlington Eagles,6,1
Jan 07,1:45 PM,Chesley,Grey-Bruce Highlanders,Buffalo Regals,3,0
Jan 07,2:00 PM,MSC (A),Halton Hurricanes,Guelph Gryphons,3,0
Jan 07,4:30 PM,Welland (Main),Southern Tier Admirals,Hamilton Jr Bulldogs,1,3
Jan 07,5:30 PM,Chesley,Grey-Bruce Highlanders,Buffalo Regals,3,1
Jan 08,12:10 PM,Powerade (RBC),Halton Hurricanes,Oakville Rangers,0,3
Jan 08,1:45 PM,Gateway (1),Hamilton Jr Bulldogs,Grey-Bruce Highlanders,4,2
Jan 09,7:15 PM,Earnscliffe (2),Brampton 45s,Buffalo Regals,1,1
Jan 09,8:45 PM,WERC (1),Guelph Gryphons,Oakville Rangers,2,1
Jan 10,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Halton Hurricanes,5,0
Jan 14,12:00 PM,Chesley,Grey-Bruce Highlanders,Guelph Gryphons,1,1
Jan 15,11:30 AM,Powerade (RBC),Halton Hurricanes,Guelph Gryphons,1,7
Jan 15,12:00 PM,Gateway (1),Hamilton Jr Bulldogs,Grey-Bruce Highlanders,3,3
Jan 19,6:30 PM,Gateway (1),Hamilton Jr Bulldogs,Guelph Gryphons,3,4
Jan 20,7:00 PM,River Oaks (B),Oakville Rangers,Grey-Bruce Highlanders,4,1
Jan 21,12:00 PM,Chesley,Grey-Bruce Highlanders,Brampton 45s,3,2
Jan 21,2:30 PM,WERC (1),Guelph Gryphons,Buffalo Regals,4,3
Jan 21,4:30 PM,Welland (Main),Southern Tier Admirals,Burlington Eagles,1,1
Jan 21,8:20 PM,WERC (2),Guelph Gryphons,Buffalo Regals,2,3
Jan 22,3:45 PM,Gateway (1),Hamilton Jr Bulldogs,Niagara North Stars,1,4
Jan 22,5:15 PM,Central,Burlington Eagles,Grey-Bruce Highlanders,2,4
Jan 23,8:45 PM,WERC (1),Guelph Gryphons,Brampton 45s,2,3
Jan 24,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Burlington Eagles,5,3
Jan 26,6:30 PM,Gateway (1),Hamilton Jr Bulldogs,Halton Hurricanes,1,6
Jan 27,8:00 PM,MSC (C),Halton Hurricanes,Grey-Bruce Highlanders,4,2
Jan 27,9:00 PM,Joshua Creek (Red),Oakville Rangers,Southern Tier Admirals,3,1
Jan 29,12:10 PM,Powerade (RBC),Halton Hurricanes,Brampton 45s,2,1
Jan 29,1:30 PM,Gateway (1),Hamilton Jr Bulldogs,Burlington Eagles,1,3
Jan 29,7:30 PM,Holiday (1),Buffalo Regals,Oakville Rangers,1,4
Jan 30,7:15 PM,Earnscliffe (2),Brampton 45s,Southern Tier Admirals,3,2
Jan 31,7:30 PM,Gateway (1),Hamilton Jr Bulldogs,Buffalo Regals,7,4
Feb 02,7:00 PM,Welland (Main),Southern Tier Admirals,Brampton 45s,1,0
Feb 03,7:30 PM,Joshua Creek (Red),Oakville Rangers,Hamilton Jr Bulldogs,7,1
Feb 04,3:45 PM,Chesley,Grey-Bruce Highlanders,Halton Hurricanes,0,3
Feb 04,5:30 PM,Crystal Ridge,Southern Tier Admirals,Niagara North Stars,1,3
Feb 05,12:00 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Grey-Bruce Highlanders,4,3
Feb 05,12:10 PM,Powerade (RBC),Halton Hurricanes,Southern Tier Admirals,1,0
Feb 05,1:30 PM,Gateway (1),Hamilton Jr Bulldogs,Burlington Eagles,5,3
Feb 05,3:00 PM,Holiday (1),Buffalo Regals,Oakville Rangers,1,6
Feb 05,4:00 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Grey-Bruce Highlanders,1,2
Feb 06,7:15 PM,Earnscliffe (2),Brampton 45s,Guelph Gryphons,5,6
Feb 07,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Burlington Eagles,5,0
Feb 08,7:15 PM,Leisureplex (Kinsmen),Southern Tier Admirals,Guelph Gryphons,3,0
Feb 09,6:30 PM,Gateway (1),Hamilton Jr Bulldogs,Brampton 45s,2,3
Feb 11,1:45 PM,Holiday (2),Buffalo Regals,Hamilton Jr Bulldogs,1,0
Feb 11,1:45 PM,Chesley,Grey-Bruce Highlanders,Oakville Rangers,2,10
Feb 11,4:30 PM,Welland (Main),Southern Tier Admirals,Halton Hurricanes,2,1
Feb 12,1:00 PM,Powerade (Spectator),Halton Hurricanes,Brampton 45s,3,3
Feb 12,7:20 PM,Joshua Creek (Red),Oakville Rangers,Southern Tier Admirals,4,0
Feb 13,7:15 PM,Earnscliffe (2),Brampton 45s,Grey-Bruce Highlanders,3,0
Feb 13,8:45 PM,WERC (1),Guelph Gryphons,Burlington Eagles,6,2
Feb 14,7:30 PM,Gateway (1),Hamilton Jr Bulldogs,Guelph Gryphons,3,4
Feb 14,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Buffalo Regals,5,0
Feb 17,9:00 PM,Joshua Creek (Red),Oakville Rangers,Grey-Bruce Highlanders,9,0
Feb 18,1:00 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Hamilton Jr Bulldogs,3,3
Feb 18,5:15 PM,Mainway (A),Burlington Eagles,Buffalo Regals,5,1
Feb 19,1:30 PM,Gateway (1),Hamilton Jr Bulldogs,Buffalo Regals,1,4
Feb 19,3:15 PM,Acton (B),Halton Hurricanes,Burlington Eagles,4,3
Feb 19,4:35 PM,Earnscliffe (2),Brampton 45s,Grey-Bruce Highlanders,4,5
Feb 19,7:00 PM,Leisureplex (Kinsmen),Southern Tier Admirals,Niagara North Stars,0,6
Feb 20,7:15 PM,Earnscliffe (2),Brampton 45s,Halton Hurricanes,1,4
Feb 21,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Buffalo Regals,3,4
Feb 25,8:15 AM,S-H SEC (Sportsplex) (4),Burlington Eagles,Buffalo Regals,6,2
Feb 25,9:00 AM,S-H SEC (Sportsplex) (1),Halton Hurricanes,Hamilton Jr Bulldogs,4,2
Feb 25,10:15 AM,S-H SEC (Sportsplex) (4),Brampton 45s,Oakville Rangers,2,8
Feb 25,11:00 AM,S-H SEC (Sportsplex) (1),Grey-Bruce Highlanders,Guelph Gryphons,0,3
Feb 25,12:15 PM,S-H SEC (Sportsplex) (4),Buffalo Regals,Niagara North Stars,2,1
Feb 25,1:00 PM,S-H SEC (Sportsplex) (1),Hamilton Jr Bulldogs,Southern Tier Admirals,1,3
Feb 25,3:00 PM,S-H SEC (Sportsplex) (1),Guelph Gryphons,Halton Hurricanes,2,2
Feb 25,3:15 PM,S-H SEC (Sportsplex) (4),Oakville Rangers,Burlington Eagles,9,1
Feb 25,5:00 PM,S-H SEC (Sportsplex) (1),Southern Tier Admirals,Grey-Bruce Highlanders,1,2
Feb 25,5:15 PM,S-H SEC (Sportsplex) (4),Niagara North Stars,Brampton 45s,7,3
Feb 26,9:00 AM,S-H SEC (Sportsplex) (1),Brampton 45s,Buffalo Regals,5,3
Feb 26,9:15 AM,S-H SEC (Sportsplex) (4),Grey-Bruce Highlanders,Hamilton Jr Bulldogs,3,1
Feb 26,11:00 AM,S-H SEC (Sportsplex) (1),Niagara North Stars,Burlington Eagles,2,1
Feb 26,11:15 AM,S-H SEC (Sportsplex) (4),Southern Tier Admirals,Halton Hurricanes,2,3
Feb 26,1:00 PM,S-H SEC (Sportsplex) (1),Buffalo Regals,Oakville Rangers,2,6
Feb 26,1:15 PM,S-H SEC (Sportsplex) (4),Hamilton Jr Bulldogs,Guelph Gryphons,0,6
Feb 26,3:00 PM,S-H SEC (Sportsplex) (1),Burlington Eagles,Brampton 45s,2,3
Feb 26,3:15 PM,S-H SEC (Sportsplex) (4),Halton Hurricanes,Grey-Bruce Highlanders,3,3
Feb 26,5:00 PM,S-H SEC (Sportsplex) (1),Oakville Rangers,Niagara North Stars,6,0
Feb 26,5:15 PM,S-H SEC (Sportsplex) (4),Guelph Gryphons,Southern Tier Admirals,3,0
Mar 01,8:30 PM,WERC (2),Guelph Gryphons,Niagara North Stars,2,1
Mar 03,9:00 PM,Joshua Creek (Red),Oakville Rangers,Halton Hurricanes,2,0
Mar 04,8:00 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Guelph Gryphons,0,1
Mar 06,8:45 PM,WERC (1),Guelph Gryphons,Niagara North Stars,1,3
Mar 06,9:00 PM,Memorial,Halton Hurricanes,Oakville Rangers,1,9
Mar 08,8:15 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Guelph Gryphons,2,0
Mar 08,9:00 PM,Joshua Creek (Red),Oakville Rangers,Halton Hurricanes,3,0
Mar 11,4:30 PM,WERC (1),Guelph Gryphons,Niagara North Stars,1,2
Mar 17,11:00 AM,St. Andrews College,Oakville Rangers,Niagara North Stars,4,0
Mar 17,4:00 PM,St. Andrews College,Central Ontario Wolves,Oakville Rangers,2,4
Mar 17,7:00 PM,St. Andrews College,Niagara North Stars,York-Simcoe Express,4,4
Mar 18,9:00 AM,St. Andrews College,Oakville Rangers,Barrie Jr Colts,3,6
Mar 18,11:00 AM,St. Andrews College,Niagara North Stars,Central Ontario Wolves,4,2
Mar 18,2:00 PM,St. Andrews College,York-Simcoe Express,Oakville Rangers,3,0
Mar 18,4:00 PM,St. Andrews College,Barrie Jr Colts,Niagara North Stars,4,7
Mar 19,10:00 AM,St. Andrews College,Barrie Jr Colts,Oakville Rangers,0,8
Mar 19,12:30 PM,St. Andrews College,York-Simcoe Express,Niagara North Stars,4,2
