Dec 18,1:30 PM,Activa (PJD),Kitchener Jr Rangers,Waterloo Wolves,4,1
Dec 18,5:30 PM,Western Fair (City Chrysler),London Jr Knights,Windsor Jr Spitfires,1,5
Dec 18,7:00 PM,Galt Arena,Cambridge Hawks,Huron-Perth Lakers,3,4
Dec 19,7:30 PM,RIM Park (Pillers),Waterloo Wolves,London Jr Knights,1,7
Dec 20,8:00 PM,Activa (PJD),Kitchener Jr Rangers,Cambridge Hawks,5,3
Dec 21,7:45 PM,Western Fair (HanStone),London Jr Knights,Windsor Jr Spitfires,3,1
Dec 21,8:00 PM,Gretzky Center (#3),Brantford 99ers,Huron-Perth Lakers,3,2
Dec 22,8:00 PM,Activa (PJD),Kitchener Jr Rangers,Brantford 99ers,3,2
Dec 23,7:30 PM,Sarnia PASA (Rink 1),Lambton Jr Sting,London Jr Knights,2,1
Dec 23,8:30 PM,Galt Arena,Cambridge Hawks,Waterloo Wolves,6,1
Dec 28,7:30 PM,Komoka CW&RC (1 - Molson),Lambton Jr Sting,Windsor Jr Spitfires,1,2
Dec 30,8:30 PM,Central Park (North),Windsor Jr Spitfires,Lambton Jr Sting,3,0
Jan 03,8:00 PM,Western Fair (Harvey's),London Jr Knights,Brantford 99ers,4,5
Jan 05,8:00 PM,Activa (PJD),Kitchener Jr Rangers,Huron-Perth Lakers,4,3
Jan 06,8:30 PM,Central Park (North),Windsor Jr Spitfires,Brantford 99ers,6,2
Jan 07,12:00 PM,Rotary Complex (RBC),Huron-Perth Lakers,Cambridge Hawks,3,6
Jan 07,2:45 PM,RIM Park (Pillers),Waterloo Wolves,Lambton Jr Sting,2,3
Jan 07,4:00 PM,Central Park (North),Windsor Jr Spitfires,Brantford 99ers,9,3
Jan 08,4:00 PM,Sarnia PASA (Rink 1),Lambton Jr Sting,Cambridge Hawks,2,1
Jan 08,4:15 PM,Rotary Complex (Molson),Huron-Perth Lakers,Windsor Jr Spitfires,0,2
Jan 08,7:30 PM,Western Fair (City Chrysler),London Jr Knights,Waterloo Wolves,5,2
Jan 09,7:30 PM,RIM Park (Pillers),Waterloo Wolves,Brantford 99ers,4,1
Jan 11,7:30 PM,Gretzky Center (#3),Brantford 99ers,Kitchener Jr Rangers,3,2
Jan 12,8:00 PM,Activa (PJD),Kitchener Jr Rangers,Waterloo Wolves,2,4
Jan 15,2:00 PM,Rotary Complex (Molson),Huron-Perth Lakers,Kitchener Jr Rangers,3,8
Jan 16,7:30 PM,RIM Park (Pillers),Waterloo Wolves,Huron-Perth Lakers,6,3
Jan 17,8:00 PM,Gretzky Center (#3),Brantford 99ers,London Jr Knights,4,3
Jan 20,8:30 PM,Central Park (North),Windsor Jr Spitfires,Lambton Jr Sting,4,3
Jan 21,5:15 PM,Komoka CW&RC (1 - Molson),Lambton Jr Sting,Windsor Jr Spitfires,3,2
Jan 22,7:30 PM,Western Fair (City Chrysler),London Jr Knights,Lambton Jr Sting,5,6
Jan 23,7:30 PM,RIM Park (Pillers),Waterloo Wolves,Cambridge Hawks,7,1
Jan 24,7:30 PM,Galt Arena,Cambridge Hawks,London Jr Knights,3,2
Jan 25,7:30 PM,Gretzky Center (#3),Brantford 99ers,Waterloo Wolves,1,3
Jan 26,8:00 PM,Activa (PJD),Kitchener Jr Rangers,London Jr Knights,3,4
Jan 27,7:00 PM,Rotary Complex (RBC),Huron-Perth Lakers,Lambton Jr Sting,1,2
Jan 27,8:30 PM,Galt Arena,Cambridge Hawks,Waterloo Wolves,4,5
Jan 28,3:00 PM,Sarnia PASA (Rink 1),Lambton Jr Sting,Cambridge Hawks,7,0
Jan 28,4:00 PM,Activa (PJD),Kitchener Jr Rangers,Huron-Perth Lakers,8,1
Jan 29,4:15 PM,Rotary Complex (Molson),Huron-Perth Lakers,Windsor Jr Spitfires,1,4
Jan 29,7:00 PM,Galt Arena,Cambridge Hawks,Brantford 99ers,0,3
Jan 29,7:30 PM,Western Fair (City Chrysler),London Jr Knights,Lambton Jr Sting,3,0
Feb 02,8:00 PM,Activa (PJD),Kitchener Jr Rangers,Brantford 99ers,1,1
Feb 03,8:30 PM,Central Park (North),Windsor Jr Spitfires,Cambridge Hawks,5,2
Feb 04,5:30 PM,Central Park (North),Windsor Jr Spitfires,Cambridge Hawks,3,1
Feb 04,5:30 PM,Gretzky Center (#4),Brantford 99ers,Kitchener Jr Rangers,3,0
Feb 04,7:30 PM,Sarnia PASA (Rink 1),Lambton Jr Sting,Huron-Perth Lakers,2,1
Feb 05,4:00 PM,Sarnia PASA (Rink 1),Lambton Jr Sting,Huron-Perth Lakers,4,4
Feb 05,7:30 PM,Western Fair (City Chrysler),London Jr Knights,Waterloo Wolves,2,0
Feb 05,7:30 PM,Activa (PJD),Cambridge Hawks,Windsor Jr Spitfires,0,5
Feb 06,7:30 PM,RIM Park (Pillers),Waterloo Wolves,London Jr Knights,1,2
Feb 09,7:45 PM,Western Fair (HanStone),London Jr Knights,Waterloo Wolves,4,3
Feb 09,8:00 PM,Activa (PJD),Kitchener Jr Rangers,Brantford 99ers,0,2
Feb 10,8:30 PM,Rotary Complex (RBC),Huron-Perth Lakers,Lambton Jr Sting,4,2
Feb 11,3:30 PM,Rotary Complex (RBC),Huron-Perth Lakers,Lambton Jr Sting,5,1
Feb 11,8:00 PM,Gretzky Center (#3),Brantford 99ers,Kitchener Jr Rangers,3,2
Feb 12,4:00 PM,Sarnia PASA (Rink 1),Lambton Jr Sting,Huron-Perth Lakers,3,2
Feb 13,8:00 PM,Rotary Complex (RBC),Huron-Perth Lakers,Lambton Jr Sting,5,2
Feb 18,5:30 PM,Central Park (North),Windsor Jr Spitfires,Huron-Perth Lakers,8,1
Feb 19,1:30 PM,Central Park (North),Windsor Jr Spitfires,Huron-Perth Lakers,4,2
Feb 19,7:30 PM,Western Fair (City Chrysler),London Jr Knights,Brantford 99ers,2,7
Feb 21,8:00 PM,Gretzky Center (#3),Brantford 99ers,London Jr Knights,5,2
Feb 23,8:00 PM,Western Fair (Harvey's),London Jr Knights,Brantford 99ers,1,8
Feb 24,8:30 PM,Rotary Complex (RBC),Huron-Perth Lakers,Windsor Jr Spitfires,2,8
Mar 03,8:30 PM,Central Park (North),Windsor Jr Spitfires,Brantford 99ers,1,0
Mar 04,5:30 PM,Central Park (North),Windsor Jr Spitfires,Brantford 99ers,1,3
Mar 11,5:30 PM,Gretzky Center (#3),Brantford 99ers,Windsor Jr Spitfires,1,5
Mar 12,3:30 PM,Gretzky Center (#3),Brantford 99ers,Windsor Jr Spitfires,4,3
Mar 17,8:30 PM,Central Park (North),Windsor Jr Spitfires,Brantford 99ers,3,2
Mar 18,5:30 PM,Gretzky Center (#3),Brantford 99ers,Windsor Jr Spitfires,2,3
