Dec 11,1:30 PM,Erin,Halton Hurricanes,Oakville Rangers,4,2
Dec 11,2:00 PM,Holiday (1),Buffalo Regals,Burlington Eagles,5,4
Dec 11,2:00 PM,Cataraqui (Cataraui),Kingston Jr Frontenacs,Oshawa Generals,2,11
Dec 11,2:45 PM,Rama,North Central Predators,Ajax-Pickering Raiders,2,0
Dec 11,3:00 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Guelph Gryphons,4,3
Dec 11,6:00 PM,Woodville/Eldon,Central Ontario Wolves,York-Simcoe Express,2,8
Dec 11,6:20 PM,Jim Archdekin,Brampton 45s,Southern Tier Admirals,2,3
Dec 12,6:30 PM,Mohawk (Cogeco),Hamilton Jr Bulldogs,Halton Hurricanes,1,4
Dec 12,6:30 PM,Campus (1),Oshawa Generals,Clarington Toros,1,5
Dec 13,7:00 PM,Elvis Stojko,Richmond Hill Coyotes,York-Simcoe Express,3,0
Dec 14,6:45 PM,Don Beer (1),Ajax-Pickering Raiders,Oshawa Generals,0,2
Dec 14,6:45 PM,S-H SEC (Sportsplex) (4),Niagara North Stars,Hamilton Jr Bulldogs,2,6
Dec 14,7:00 PM,Central,Burlington Eagles,Oakville Rangers,3,1
Dec 15,6:20 PM,Joshua Creek (Red),Oakville Rangers,Southern Tier Admirals,3,3
Dec 16,6:30 PM,Acton (B),Halton Hurricanes,Brampton 45s,1,4
Dec 17,12:15 PM,WERC (2),Guelph Gryphons,Burlington Eagles,4,3
Dec 17,2:45 PM,Holiday (1),Buffalo Regals,Niagara North Stars,4,2
Dec 17,6:00 PM,Centennial,Markham Waxers,York-Simcoe Express,5,4
Dec 18,1:30 PM,Erin,Halton Hurricanes,Guelph Gryphons,1,2
Dec 18,2:30 PM,St. Andrews College,York-Simcoe Express,Richmond Hill Coyotes,3,2
Dec 18,2:30 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Burlington Eagles,4,4
Dec 18,4:15 PM,McKinney (1),Whitby Wildcats,Kingston Jr Frontenacs,7,4
Dec 18,6:20 PM,Jim Archdekin,Brampton 45s,Hamilton Jr Bulldogs,1,3
Dec 19,6:30 PM,Mohawk (Cogeco),Hamilton Jr Bulldogs,Buffalo Regals,2,0
Dec 20,6:30 PM,Fenelon Falls,Central Ontario Wolves,North Central Predators,1,1
Dec 21,6:30 PM,Leisureplex (Jaycee),Southern Tier Admirals,Halton Hurricanes,2,8
Dec 21,7:00 PM,Marmora Arena,Quinte Red Devils,Oshawa Generals,4,1
Dec 21,7:00 PM,Central,Burlington Eagles,Brampton 45s,2,2
Dec 22,6:20 PM,Joshua Creek (Red),Oakville Rangers,Hamilton Jr Bulldogs,1,5
Dec 22,6:30 PM,IPSC (2),Whitby Wildcats,Peterborough Petes,2,2
Dec 23,7:00 PM,East Bayfield (Green),Barrie Jr Colts,North Central Predators,4,1
Dec 23,7:30 PM,Rickard (A),Clarington Toros,Whitby Wildcats,3,1
Dec 28,6:15 PM,Quinte S & WC (FDC),Quinte Red Devils,Central Ontario Wolves,7,1
Dec 30,5:00 PM,Evinrude (Atom),Peterborough Petes,Quinte Red Devils,1,3
Jan 02,6:30 PM,Mohawk (Cogeco),Hamilton Jr Bulldogs,Southern Tier Admirals,2,3
Jan 04,6:30 PM,Leisureplex (Jaycee),Southern Tier Admirals,Buffalo Regals,3,11
Jan 04,7:00 PM,Legends (1),Oshawa Generals,Peterborough Petes,5,3
Jan 04,7:00 PM,Central,Burlington Eagles,Niagara North Stars,6,1
Jan 05,6:30 PM,IPSC (2),Whitby Wildcats,Ajax-Pickering Raiders,2,0
Jan 05,6:30 PM,Joshua Creek (Red),Oakville Rangers,Guelph Gryphons,1,4
Jan 06,7:00 PM,Cataraqui (Cataraui),Kingston Jr Frontenacs,Clarington Toros,2,7
Jan 06,7:00 PM,Rama,North Central Predators,Peterborough Petes,1,4
Jan 07,1:00 PM,Holiday (1),Buffalo Regals,Burlington Eagles,3,1
Jan 07,2:45 PM,Evinrude (Atom),Peterborough Petes,Kingston Jr Frontenacs,7,3
Jan 07,3:00 PM,Marmora Arena,Quinte Red Devils,Markham Waxers,2,2
Jan 07,3:30 PM,Jim Archdekin,Brampton 45s,Halton Hurricanes,2,1
Jan 07,3:30 PM,Campus (1),Oshawa Generals,Central Ontario Wolves,4,1
Jan 07,4:30 PM,St. Andrews College,York-Simcoe Express,Clarington Toros,4,7
Jan 07,5:15 PM,Innisfil Rec (Red),Barrie Jr Colts,Richmond Hill Coyotes,4,1
Jan 07,5:30 PM,WERC (2),Guelph Gryphons,Southern Tier Admirals,3,6
Jan 07,6:00 PM,S-H SEC (Sportsplex) (1),Niagara North Stars,Oakville Rangers,8,1
Jan 08,12:00 PM,Evinrude (Atom),Peterborough Petes,Ajax-Pickering Raiders,6,3
Jan 08,1:15 PM,Rickard (A),Clarington Toros,Barrie Jr Colts,4,1
Jan 08,1:30 PM,Erin,Halton Hurricanes,Niagara North Stars,3,1
Jan 08,2:00 PM,Cataraqui (Cataraui),Kingston Jr Frontenacs,Markham Waxers,1,4
Jan 08,2:45 PM,Rama,North Central Predators,Richmond Hill Coyotes,2,4
Jan 08,4:15 PM,McKinney (1),Whitby Wildcats,Quinte Red Devils,0,3
Jan 08,6:20 PM,Jim Archdekin,Brampton 45s,Guelph Gryphons,2,2
Jan 09,6:30 PM,Mohawk (Cogeco),Hamilton Jr Bulldogs,Guelph Gryphons,4,2
Jan 11,6:30 PM,Leisureplex (Jaycee),Southern Tier Admirals,Hamilton Jr Bulldogs,2,2
Jan 11,6:30 PM,Campus (1),Oshawa Generals,Whitby Wildcats,2,5
Jan 11,7:00 PM,Central,Burlington Eagles,Halton Hurricanes,1,3
Jan 14,5:30 PM,Don Beer (3),Ajax-Pickering Raiders,Richmond Hill Coyotes,0,1
Jan 16,6:30 PM,Mohawk (Cogeco),Hamilton Jr Bulldogs,Oakville Rangers,1,4
Jan 18,6:30 PM,Leisureplex (Jaycee),Southern Tier Admirals,Guelph Gryphons,0,2
Jan 18,7:00 PM,Marmora Arena,Quinte Red Devils,Clarington Toros,6,1
Jan 18,7:00 PM,Central,Burlington Eagles,Buffalo Regals,4,2
Jan 19,6:20 PM,Joshua Creek (Red),Oakville Rangers,Niagara North Stars,1,1
Jan 19,6:30 PM,IPSC (2),Whitby Wildcats,Central Ontario Wolves,5,2
Jan 20,7:00 PM,East Bayfield (Green),Barrie Jr Colts,Clarington Toros,5,4
